channel_id,title,country,subscribers,views,video_count,url,type
UCCYcrb3opvf-Ds41BK1VB6A,Euro Truck Simulator 2 - Topic,N/A,151000,0,0,https://www.youtube.com/channel/UCCYcrb3opvf-Ds41BK1VB6A,t,2025-08-17 04:52:56,
UCyFRTzLwrN6AtkW1tExfW6A,Farming Simulator 22 - Topic,N/A,192000,0,0,https://www.youtube.com/channel/UCyFRTzLwrN6AtkW1tExfW6A,t,2025-08-17 04:53:11,
